rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1536033123432428033,,19,,1536033123,432155250,'',1,0,,-0.1415271312,0.139184981585,0.103442922235,,4.96594917537e-18,2.8312205913e-08,-0.0405500009656,,0.0,0.0,0.0,0.217605188489,0.0
1536033123523505895,,20,,1536033123,523160184,'',1,0,,-0.141563236713,0.139209792018,0.103392422199,,1.6987323193e-07,1.9818544672e-07,-0.0354800000787,,0.0,0.0,0.0,0.217573955655,0.0
1536033123622566379,,21,,1536033123,622025762,'',1,0,,-0.141580402851,0.139332979918,0.103372551501,,3.6805866444e-07,1.84029332218e-07,-0.037720002234,,0.0,0.0,0.0,0.217571809888,0.0
1536033123723890637,,22,,1536033123,723595239,'',1,0,,-0.141532644629,0.139465868473,0.10332608223,,2.68965948186e-07,1.55717131634e-07,-0.0457599982619,,0.0,0.0,0.0,0.217590048909,0.0
1536033123921426873,,23,,1536033123,921168339,'',1,0,,-0.141348004341,0.139633998275,0.103357993066,,2.83122062687e-07,3.82214778938e-07,-0.0336600020528,,0.0,0.0,0.0,0.217539384961,0.0
1536033124023492779,,24,,1536033124,22468546,'',1,0,,-0.141321182251,0.139676809311,0.103356897831,,2.54809862104e-07,1.84029332218e-07,-0.0374299995601,,0.0,0.0,0.0,0.217606142163,0.0
1536033124132635179,,25,,1536033124,132156888,'',1,0,,-0.141360625625,0.139678314328,0.103301309049,,5.6624411832e-08,4.24683079814e-08,-0.0481399968266,,0.0,0.0,0.0,0.217614606023,0.0
1536033124223423256,,26,,1536033124,222155152,'',1,0,,-0.141427874565,0.139741644263,0.103135153651,,5.66244118307e-08,2.97278148764e-07,-0.0377300009131,,0.0,0.0,0.0,0.217634752393,0.0
1536033124332097903,,27,,1536033124,331836144,'',1,0,,-0.141552075744,0.139809638262,0.102973788977,,-1.41561029509e-08,5.80400239869e-07,-0.0460400022566,,0.0,0.0,0.0,0.217528417706,0.0
1536033124423509450,,28,,1536033124,422586258,'',1,0,,-0.141631454229,0.139887541533,0.102909632027,,3.39746463856e-07,5.23775781858e-07,-0.0370899997652,,0.0,0.0,0.0,0.217615202069,0.0
1536033124523302008,,29,,1536033124,522906732,'',1,0,,-0.141692072153,0.139927208424,0.102895021439,,-4.24683079772e-08,4.81307495193e-07,-0.0345100015402,,0.0,0.0,0.0,0.217738702893,0.0
1536033124622959836,,30,,1536033124,622499746,'',1,0,,-0.141689166427,0.139917328954,0.102949343622,,9.90927233648e-08,5.94556297528e-07,-0.037879999727,,0.0,0.0,0.0,0.217757418752,0.0
1536033124734225454,,31,,1536033124,733467630,'',1,0,,-0.141700148582,0.139921218157,0.103078134358,,-1.13248823648e-07,5.94556297528e-07,-0.0340999998152,,0.0,0.0,0.0,0.21780975163,0.0
1536033124822982666,,32,,1536033124,822150776,'',1,0,,-0.141728252172,0.139924556017,0.103177756071,,2.40653747596e-07,4.24683094025e-07,1.49011611938e-08,,0.0,0.0,0.0,0.217911794782,0.0
1536033124922658357,,33,,1536033124,922480664,'',1,0,,-0.141760990024,0.13989444077,0.103317290545,,-1.9818544672e-07,6.37024641037e-07,-7.45058059692e-09,,0.0,0.0,0.0,0.217967107892,0.0
1536033125032521467,,34,,1536033125,32071890,'',1,0,,-0.141798898578,0.139917925,0.10339576751,,2.8312205913e-08,9.62614990385e-07,7.45058059692e-08,,0.0,0.0,0.0,0.217907264829,0.0
1536033125132929157,,35,,1536033125,132446879,'',1,0,,-0.141775950789,0.139981865883,0.10351100564,,-7.07805156708e-08,5.80400239869e-07,-1.49011611938e-08,,0.0,0.0,0.0,0.217928960919,0.0
1536033125232352303,,36,,1536033125,232109920,'',1,0,,-0.141788065434,0.140011742711,0.103559501469,,4.24683079814e-08,6.5118075554e-07,2.23517417908e-08,,0.0,0.0,0.0,0.217933133245,0.0
1536033125332563737,,37,,1536033125,332232901,'',1,0,,-0.141822308302,0.1399487257,0.103508912027,,-9.90927233602e-08,1.84029332218e-07,-1.34110450745e-07,,0.0,0.0,0.0,0.217970326543,0.0
